PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Potvin, DA; Opitz, F; Townsend, KA; Knutie, SA				Potvin, Dominique A.; Opitz, Fabiola; Townsend, Kathy A.; Knutie, Sarah A.			Use of anthropogenic-related nest material and nest parasite prevalence have increased over the past two centuries in Australian birds	OECOLOGIA			English	Article						Nest; Debris; Urbanization; Anthropogenic materials; Museum collections; Parasitism	BOOBY SULA-LEUCOGASTER; GREEN PLANT-MATERIAL; PLASTIC DEBRIS; PHILORNIS-DOWNSI; AROMATIC PLANTS; ESSENTIAL OIL; LIFE-HISTORY; MORTALITY; ECTOPARASITES; POLLUTION	Global plastic production has increased exponentially since the 1940s, resulting in the increased presence of anthropogenic debris in the environment. Recent studies have shown that birds incorporate anthropogenic debris into their nests, which can reduce nest ectoparasite loads. However, we know little about the long-term history of interactions among birds, anthropogenic debris, and ectoparasites. Our study took a unique approach to address this issue by determining the prevalence of anthropogenic debris and ectoparasitic nest flies (Protocalliphora and Passeromyia spp.) in 893 bird nests from 224 species between 1832 and 2018, which were sourced from Australian museum collections. The prevalence of anthropogenic material increased from approximately 4% in 1832 to almost 30% in 2018. This change was driven by an increase in the incorporation of synthetic rather than biodegradable anthropogenic debris (by 2018 similar to 25% of all nests contained synthetics), with the first synthetic item being found in a nest from 1956 in the city of Melbourne. Nest parasite prevalence increased over time but contrary to other studies, there was no relationship between habitat type or anthropogenic material and parasite presence. Our study is the first to use museum specimens to quantify temporal and spatial impacts of anthropogenic material on birds, the results of which justifies contemporary concerns regarding the ubiquitous nature of human impacts on terrestrial wildlife.	[Potvin, Dominique A.] Univ Sunshine Coast, Moreton Bay Campus, Petrie, Australia; [Opitz, Fabiola] Justus Liebig Univ, Giessen, Germany; [Townsend, Kathy A.] Univ Sunshine Coast, Fraser Coast Campus,Hervey Bay, Sunshine Coast, Qld, Australia; [Knutie, Sarah A.] Univ Connecticut, Dept Ecol & Evolutionary Biol, Storrs, CT 06269 USA; [Knutie, Sarah A.] Univ Connecticut, Inst Syst Genom, Storrs, CT 06269 USA	University of the Sunshine Coast; Justus Liebig University Giessen; University of the Sunshine Coast; University of Connecticut; University of Connecticut	Potvin, DA (corresponding author), Univ Sunshine Coast, Moreton Bay Campus, Petrie, Australia.; Opitz, F (corresponding author), Justus Liebig Univ, Giessen, Germany.; Townsend, KA (corresponding author), Univ Sunshine Coast, Fraser Coast Campus,Hervey Bay, Sunshine Coast, Qld, Australia.; Knutie, SA (corresponding author), Univ Connecticut, Dept Ecol & Evolutionary Biol, Storrs, CT 06269 USA.; Knutie, SA (corresponding author), Univ Connecticut, Inst Syst Genom, Storrs, CT 06269 USA.	dpotvin@usc.edu.au; fabiola_opitz@outlook.de; ktownse1@usc.edu.au; sarah.knutie@uconn.edu	Townsend, Kathy/K-9486-2016; Potvin, Dominique/K-1905-2016	Townsend, Kathy/0000-0002-2581-2158; 	DAAD Rise Worldwide; USC internal grant	DAAD Rise Worldwide; USC internal grant	We thank Leo Joseph from CSIRO in Canberra and Karen Roberts from Melbourne Museum for access to collections. Funding for this project was provided by DAAD Rise Worldwide and a USC internal grant.		74	29	31	0	33	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	0029-8549	1432-1939		OECOLOGIA	Oecologia	AUG	2021	196	4					1207	1217		10.1007/s00442-021-04982-z	http://dx.doi.org/10.1007/s00442-021-04982-z		JUL 2021	11	Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	UC6XJ	34236465				2026-06-12	WOS:000670857100001
J	Iko, NM; Dinsmore, SJ; Knopf, FL				Iko, NM; Dinsmore, SJ; Knopf, FL			Evaluating the use of morphometric measurements from museum specimens for sex determination in Mountain Plovers (Charadrius montanus)	WESTERN NORTH AMERICAN NATURALIST			English	Article						Mountain Plover; Charadrius montanus; sex determination; morphometric measurements; museum specimens	SIZE	The Mountain Plover (Charadrius montanus) is a shorebird species endemic to the dry , terrestrial ecosystems of the Great Plains and southwestern United States. Breeding Bird Survey data suggest that Mountain Plover populations have declined by > 60% in the last 30 years. A better understanding of the population dynamics of the Mountain Plover is important in determining future management goals for this species. However, this effort is hampered by the inability to determine the sex of Mountain Plovers accurately under field conditions. In an effort to develop a simple method for sexing plovers in the hand, we measured external morphometric characteristics front 190 museum specimens of adult Mountain Plovers in alternate (breeding) plumage. Logistic regression and discriminate function analyses were performed on 10 external morphometric measurements (lengths of unflattened wing chord, 10th primary, central rectrix, outer rectrix, total head length, exposed culmen, culmen, bill depth, bill width, and tarsus). The results of these analyses indicated that Mountain Plover sexes were similar for all measures except culmen length. However, further analysis determined that culmen, length accurately predicted sex in less than two-thirds of the specimens, suggesting that this measure is a poor predictor of sex in Mountain Plovers. Structurally, Mountain Plovers appear to be nearly identical between the sexes, and other methods of sexing birds (e.g., plumage characteristics, behavioral observations, or molecular markers) should be further assessed for devising a simple method for sexing Mountain Plovers under field conditions.	US Geol Survey, Ft Collins Sci Ctr, Ft Collins, CO 80526 USA; US Fish & Wildlife Serv, Colorado Management Assistance Off, Lakewood, CO 80215 USA	United States Department of the Interior; United States Geological Survey; United States Department of the Interior; US Fish & Wildlife Service	Iko, NM (corresponding author), Mississippi State Univ, Dept Wildlife & Fisheries, Box 9690-257 Thompson Hall, Mississippi State, MS 39762 USA.								22	7	8	0	3	BRIGHAM YOUNG UNIV	PROVO	290 LIFE SCIENCE MUSEUM, PROVO, UT 84602 USA	1527-0904	1944-8341		WEST N AM NATURALIST	West. North Am. Naturalist	OCT	2004	64	4					492	496						5	Biodiversity Conservation; Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Biodiversity & Conservation; Environmental Sciences & Ecology	868ZU					2026-06-12	WOS:000224952700009
J	Lopez, MLD; Bonderud, MT; Ma, IG; Thompson, VC; Helbing, CC				Lopez, Mark Louie D.; Bonderud, Matthew T.; Ma, Isabel G.; Thompson, Vanessa C.; Helbing, Caren C.			GoEnrich: creating high quality genomic DNA resources from limited voucher specimen tissues or museum specimens of at-risk species for conservation-friendly use in the validation of environmental DNA assays	BMC RESEARCH NOTES			English	Article						Whole genome amplification; eDNA assay validation; Museomics; qPCR; At-risk species		ObjectiveEnvironmental DNA (eDNA) methods are crucial for monitoring populations, particularly rare and cryptic species. For confident eDNA application, rigorous assay validation is required including specificity testing with genomic DNA (gDNA). However, this critical step is often difficult to achieve as obtaining fresh tissue samples from at-risk species can be difficult, highly limited, or impossible. Natural history museum collections could serve as a valuable and ethical voucher specimen resource for eDNA assay validation. The present study demonstrates the effectiveness of whole genome amplification (WGA) in providing enough gDNA to assemble high quality mitogenomes from which robust targeted eDNA assays can be designed.ResultsUsing fresh and historical museum tissue samples from six species spanning fish, birds, and mammals, we successfully developed a WGA method with an average yield of 380 to 1,268 ng gDNA per 20 mu L reaction. This gDNA was used for whole genome shotgun sequencing and subsequent assembly of high quality mitogenomes using mtGrasp. These mitogenomes were then used to develop six new robust, targeted quantitative real time polymerase chain reaction-based eDNA assays and 200 ng WGA-enriched yielded satisfactory Cq values and near 100% detection frequencies for all assays tested. This approach offers a cost-effective and non-invasive alternative, streamlining eDNA research processes and aiding in conservation efforts.	[Lopez, Mark Louie D.; Bonderud, Matthew T.; Ma, Isabel G.; Thompson, Vanessa C.; Helbing, Caren C.] Univ Victoria, Dept Biochem & Microbiol, Victoria, BC V8P 5C2, Canada	University of Victoria	Helbing, CC (corresponding author), Univ Victoria, Dept Biochem & Microbiol, Victoria, BC V8P 5C2, Canada.	chelbing@uvic.ca	; Lopez, Mark Louie/AGR-6589-2022	Thompson, Vanessa/0000-0001-5174-557X; Ma, Isabel/0009-0008-1429-6216; 	Liber Ero Foundation	Liber Ero Foundation	Not applicable.		21	3	4	0	7	SPRINGERNATURE	LONDON	CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND		1756-0500		BMC RES NOTES	BMC Res. Notes	SEP 10	2024	17	1							255	10.1186/s13104-024-06936-z	http://dx.doi.org/10.1186/s13104-024-06936-z			7	Biology; Multidisciplinary Sciences	Emerging Sources Citation Index (ESCI)	Life Sciences & Biomedicine - Other Topics; Science & Technology - Other Topics	F5D8I	39256849	Green Submitted, gold			2026-06-12	WOS:001310030000003
J	Bober, SO; Herremans, M; Louette, M; Peterhans, JCK; Bates, JM				Bober, SO; Herremans, M; Louette, M; Peterhans, JCK; Bates, JM			Geographical and altitudinal distribution of birds endemic to the Albertine Rift	OSTRICH			English	Article; Proceedings Paper	10th Pan-African Ornithological Congress	SEP 01-08, 2000	MAKERERE UNIV, KAMPALA, UGANDA	BirdLife Int, Barclays, RSPB, Wetlands Int, MacArthur Fdn, ABC, NatureUganda, Agence Intergovn Francophonie, NABU, WWF	MAKERERE UNIV			For 37 endemic bird species from the Albertine Rift identified by Stattersfield et al. (1998), georeferenced collections of the Royal Museum for Central Africa (Tervuren, Belgium; n = 2266). The Field Museum (Chicago, USA; n = 774) and the Los Angeles County Museum, (Los Angeles, USA; n = 485) were pooled. Geographical distribution maps were plotted and altitudinal profiles (based on data provided by the collectors) were prepared. Because specimen information has an historical component,these data provide a base line for documenting historical changes and can help direct conservation and fieldwork priorities. There is a relationship between horizontal and vertical distributions. In general, more widespread species also occur over a wide range of altitudes. Most species with restricted ranges occur in a small band at the lower edge of the mountane forest, or below that, in transitional forest. Thus, they are submontane and generally have their distribution centres W of the Rift. Poorly known species also appear to fall Into this group. These submontane species are of greatest conservation concern and should be a focus for future studies. There are no high altitude specialists among the endemic species. Distribution maps for individual species will be made available on web sites of our institutions. Until maps can be based on global collections and field observations, present plots are working documents. Gaps in information are identified and using a Parsimony Analysis of Endemicity approach, an hypothesis of relationships among the montane areas of the Albertine Rift is presented.	Field Museum Nat Hist, Chicago, IL 60605 USA	Field Museum of Natural History (Chicago)	Bober, SO (corresponding author), Field Museum Nat Hist, 1400 S Lake Shore Dr, Chicago, IL 60605 USA.		Herremans, Marc/AAC-6643-2020	Herremans, Marc/0000-0002-9719-8732					59	6	7	0	2	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0030-6525	1727-947X		OSTRICH	Ostrich	JUL	2001				15			189	196						8	Ornithology	Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S)	Zoology	485ZQ					2026-06-12	WOS:000171793700035
J	Boessenkool, S; Star, B; Scofield, RP; Seddon, PJ; Waters, JM				Boessenkool, Sanne; Star, Bastiaan; Scofield, R. Paul; Seddon, Philip J.; Waters, Jonathan M.			Lost in translation or deliberate falsification? Genetic analyses reveal erroneous museum data for historic penguin specimens	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES			English	Article						historic specimens; Megadyptes antipodes; New Zealand; error; fraud; assignment test	EFFECTIVE POPULATION-SIZE; MEGADYPTES-ANTIPODES; MICROSATELLITE LOCI; BIRD SPECIMENS; NEW-ZEALAND; DNA; ERRORS; PCR; AMPLIFICATION; COLLECTIONS	Historic museum specimens are increasingly used to answer a wide variety of questions in scientific research. Nevertheless, the scientific value of these specimens depends on the authenticity of the data associated with them. Here we use individual-based genetic analyses to demonstrate erroneous locality information for archive specimens from the late nineteenth century. Specifically, using 10 microsatellite markers, we analysed 350 contemporary and 43 historic yellow-eyed penguin (Megadyptes antipodes) specimens from New Zealand's South Island and sub-Antarctic regions. Factorial correspondence analysis and an assignment test strongly suggest that eight of the historic specimens purportedly of sub-Antarctic origin were in fact collected from the South Island. Interestingly, all eight specimens were obtained by the same collector, and all are currently held in the same museum collection. Further inspection of the specimen labels and evaluation of sub-Antarctic voyages did not reveal whether the erroneous data are caused by incorrect labelling or whether deliberate falsification was at play. This study highlights a promising extension to the well-known applications of assignment tests in molecular ecology, which can complement methods that are currently being applied for error detection in specimen data. Our results also serve as a warning to all who use archive specimens to invest time in the verification of collection information.	[Boessenkool, Sanne; Seddon, Philip J.; Waters, Jonathan M.] Univ Otago, Dept Zool, Dunedin 9016, New Zealand; [Star, Bastiaan] Univ Oslo, Dept Biol, Ctr Ecol & Evolutionary Synth, N-0316 Oslo, Norway; [Scofield, R. Paul] Canterbury Museum, Christchurch 8013, New Zealand	University of Otago; University of Oslo	Boessenkool, S (corresponding author), Univ Oslo, Nat Hist Museum, Natl Ctr Biosystemat, POB 1172, NO-0318 Oslo, Norway.	sanneboessenkool@gmail.com	Scofield, Richard/A-4271-2011; Waters, Jonathan/B-4983-2009; Boessenkool, Sanne/K-4274-2017; /G-8659-2011	Scofield, Richard/0000-0002-7510-6980; Waters, Jonathan/0000-0002-1514-7916; Boessenkool, Sanne/0000-0001-8033-1165; Star, Bastiaan/0000-0003-0235-9810; 	Department of Zoology, University of Otago	Department of Zoology, University of Otago	We are very grateful to the Auckland Museum, American Museum of Natural History, Australian Museum, Museum of Comparative Zoology, Natural History Museum Geneva, Natural History Museum Tring, Natural History Museum Paris, Museum of New Zealand Te Papa Tongarewa, Natural History Museum Vienna, Swedish Museum of Natural History, Otago Museum, South Australian Museum, Smithsonian Institution, Museum fur Naturkunde Berlin and C. Millar for supplying tissue samples of historic specimens. We are greatly indebted to Mary LeCroy and Paul Sweet from the American Natural history Museum. We thank the New Zealand Department of Conservation for help with collecting contemporary samples, and Tania King for guidance in the laboratory. This research was supported by the Department of Zoology, University of Otago, including PBRF Research Enhancement Grants to P. J. S. and J.M.W.		53	31	41	0	17	ROYAL SOC	LONDON	6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND	0962-8452			P ROY SOC B-BIOL SCI	Proc. R. Soc. B-Biol. Sci.	APR 7	2010	277	1684					1057	1064		10.1098/rspb.2009.1837	http://dx.doi.org/10.1098/rspb.2009.1837			8	Biology; Ecology; Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology	559WH	20007185				2026-06-12	WOS:000274858500011
J	Bond, AL; Lavers, JL				Bond, Alexander L.; Lavers, Jennifer L.			Biological archives reveal contrasting patterns in trace element concentrations in pelagic seabird feathers over more than a century	ENVIRONMENTAL POLLUTION			English	Article						Ardenna carneipes; Flesh-footed Shearwater; Mercury; Lead; Cadmium; Western Australia	FLESH-FOOTED SHEARWATERS; PLASTIC-DERIVED CHEMICALS; GULLS LARUS-ARGENTATUS; PUFFINUS-CARNEIPES; MERCURY CONCENTRATIONS; HEAVY-METAL; STABLE-ISOTOPES; TEMPORAL TRENDS; ARCTIC SEABIRDS; CLIMATE-CHANGE	Contamination of diverse environments and wild species by some contaminants is projected to continue and increase in coming decades. In the marine environment, large volumes of data to assess how concentrations have changed over time can be gathered from indicator species such as seabirds, including through sampling feathers from archival collections and museums. As apex predators, Flesh-footed Shearwaters (Ardenna carneipes) are subject to high concentrations of bioaccumulative and bio-magnifying contaminants, and reflect the health of their local marine environment. We analysed Flesh-footed Shearwater feathers from Australia from museum specimens and live birds collected between 1900 and 2011 and assessed temporal trends in three trace elements of toxicological concern: cadmium, mercury, and lead. Concentrations of cadmium increased by 1.5% per year (95% CI: +0.6, +3.0), while mercury was unchanged through the time series (-0.3% per year; 05% CI: -2.1, +1.5), and lead decreased markedly (-2.1% per year, 95% CI: -3.2, -1.0). A reduction in birds' trophic position through the 20th century, and decreased atmospheric emissions were the likely driving factors for mercury and lead, respectively. By combining archival material from museum specimens with contemporary samples, we have been able to further elucidate the potential threats posed to these apex predators by metal contamination. (C) 2020 Elsevier Ltd. All rights reserved.	[Bond, Alexander L.] Nat Hist Museum, Dept Life Sci, Bird Grp, Akeman St, Tring HP23 6AP, Herts, England; [Bond, Alexander L.; Lavers, Jennifer L.] Univ Tasmania, Inst Marine & Antarctic Studies, 20 Castray Esplanade, Battery Point, Tas 7004, Australia	Natural History Museum London; University of Tasmania	Bond, AL (corresponding author), Nat Hist Museum, Dept Life Sci, Bird Grp, Akeman St, Tring HP23 6AP, Herts, England.	a.bond@nhm.ac.uk	Bond, Alexander/A-3786-2010; Lavers, Jennifer/IWM-5417-2023		Commonwealth Environment Research Facilities Programme; CSIRO Marine Biodiversity and Conservation Management Research Grant; Gould League NSW Cayley Memorial Scholarship for Avian Science [00002667]; Government of Australia Endeavour Research Fellowship; Royal Navy Bird Watching Society Captain Simpson Scholarship; W.V. Scott Charitable Trust [L0018313]; American Museum of Natural History Chapman Study Grant; Detached Foundation	Commonwealth Environment Research Facilities Programme; CSIRO Marine Biodiversity and Conservation Management Research Grant(Commonwealth Scientific & Industrial Research Organisation (CSIRO)CSIRO Data61); Gould League NSW Cayley Memorial Scholarship for Avian Science; Government of Australia Endeavour Research Fellowship(Australian GovernmentDepartment of Industry, Innovation and Science); Royal Navy Bird Watching Society Captain Simpson Scholarship; W.V. Scott Charitable Trust; American Museum of Natural History Chapman Study Grant; Detached Foundation	The Commonwealth Environment Research Facilities Programme, CSIRO Marine Biodiversity and Conservation Management Research Grant, Gould League NSW Cayley Memorial Scholarship for Avian Science (grant 00002667), Government of Australia Endeavour Research Fellowship, Royal Navy Bird Watching Society Captain Simpson Scholarship, W.V. Scott Charitable Trust (grant L0018313), American Museum of Natural History Chapman Study Grant, and Detached Foundation provided funding and support for our research. For assistance obtaining samples we thank staff at the American Museum of Natural History, Burke Museum, Beaty Biodiversity Museum, Western Australia Museum, New Zealand National Institute of Water and Atmospheric Research, Mus~eum national d'Histoire naturelle-Paris, South Australia Museum, Tasmanian Museum and Art Gallery, Te Papa Museum, and the Victoria Museum. Samples were collected with the permission of the Western Australia Department of Environment and Conservation under the approval of the University of Tasmania and South Australian Animal Ethics Committees (A0010874 and M25957-1). Special thanks go to B. Baker, A. Booth, P. Collins, I. Hutton, R. Johnstone, C. Powell, J. Pridham, S. Seneviratne, C. Stone (Ngatiwai Trust), G. Taylor, T. Reid, and D. Thompson. W. Diegor and L. Hewa provided analytical support. This project benefited from discussions with A.M.V. Fournier, and anonymous reviewers improved previous drafts.		110	11	12	1	35	ELSEVIER SCI LTD	London	125 London Wall, London, ENGLAND	0269-7491	1873-6424		ENVIRON POLLUT	Environ. Pollut.	AUG	2020	263		B						114631	10.1016/j.envpol.2020.114631	http://dx.doi.org/10.1016/j.envpol.2020.114631			7	Environmental Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	LW8XV		Green Submitted			2026-06-12	WOS:000539427600017
J	Gospodinova, MK; Ahmed, AA; Vlasseva, AY				Gospodinova, Milena K.; Ahmed, Atidzhe A.; Vlasseva, Albena Y.			Age Structure of Hunted Male Capercaillies Tetrao urogallus L., 1758 (Galliformes: Phasianidae) in Bulgaria as Revealed by Examination of Museum Collections	ACTA ZOOLOGICA BULGARICA			English	Article						age determination; age classes; new characteristics; hunting management	NORTHEAST SCOTLAND; NW RUSSIA; DEMOGRAPHY; SKULL	The study aimed to determine the age structure of male capercaillies Tetrao urogallus L., 1758 in Bulgaria based on specimens preserved in collections. We studied 206 birds from the museum collections of the Sitnyakovo Palace (Rila Mnt.) and the National Museum of Natural History, (Bulgarian Academy of Sciences). The age of the birds was determined by the shape of the beak, the shape of the outer feathers of tail, the length of the beak, the length of the beak furrow and the height of the beak at the base. For each of the characteristics used, we divided the birds into three age classes: juvenile (up to 14 months), subadult (between 14 and 60 months) and adult (over 60 months). Of all individuals studied, 92 (44.7%) were juveniles, 64 (31.1%) were subadults and 50 (24.3%) were adults. We found an inconsistency in determining the age of individuals using only one of the characteristics. We proposed to use the angle of curvature of the beak for the age determination. We recommend introducing the requirement to examine more somatometric characteristics in the rare cases when shooting of capercaillies is allowed. This will allow the correct estimation of the age of capercaillies and the accumulation of database information, which will be useful for the management of this difficult to be studied and economically important species.	[Gospodinova, Milena K.; Ahmed, Atidzhe A.; Vlasseva, Albena Y.] Bulgarian Acad Sci, Inst Biodivers & Ecosyst Res, 1 Tsar Osvoboditel Blvd, Sofia 1000, Bulgaria	Bulgarian Academy of Sciences	Gospodinova, MK (corresponding author), Bulgarian Acad Sci, Inst Biodivers & Ecosyst Res, 1 Tsar Osvoboditel Blvd, Sofia 1000, Bulgaria.	milenagos@abv.bg	/ACJ-8302-2022				Acknowledgments : We are grateful to Prof. Petar Genov for the provided material and practical advice. We also thank the team of the Bulgarian Ornithological Centre at the Institute of Biodiversity and Ecosystem Research for the consultations and assistance for providing some references.		25	0	0	0	0	INST ZOOLOGY, BAS	SOFIA	1000 SOFIA, 1, TSAR OSVOBODITEL BLVD, SOFIA, 00000, BULGARIA	0324-0770			ACTA ZOOL BULGAR	Acta Zool. Bulg.	JUN	2024	76	2					263	268						6	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	XO4X6					2026-06-12	WOS:001262623400014
J	Mills, EL				Mills, Eric L.			Evidence for the Collection of a Reddish Egret (Egretta rufescens) in Nova Scotia During the 19th Century and its Association with the McCulloch Collection of Birds	CANADIAN FIELD-NATURALIST			English	Article						Reddish Egret; Egretta rufescens; Annapolis Valley Historical Society Macdonald Museum; Thomas McCulloch senior; Thomas McCulloch junior; McCulloch collection of birds; Nova Scotia		Based on several lines of evidence, a specimen of an adult white-morph Reddish Egret (Egretta rufescens) now on display in the Macdonald Museum of the Annapolis Valley Historical Society in Middleton, Nova Scotia, probably originated from the 19th-century Nova Scotian bird collections of Thomas McCulloch senior (1776-1843) and his son Thomas (1809-1865), likely between 1838 and 1865. The only other records of this species in Canada are sightings in Nova Scotia in 1965 and 1966. This may therefore be the first specimen evidence of the species in Nova Scotia and Canada. Historical evidence links the specimen with the McCulloch collection of birds, part of which has survived at Dalhousie University.	[Mills, Eric L.] Dalhousie Univ, Dept Oceanog, Halifax, NS B3H 4R2, Canada; [Mills, Eric L.] Univ Kings Coll, Hist Sci & Technol Programme, Halifax, NS B3H 2A1, Canada	Dalhousie University	Mills, EL (corresponding author), Dalhousie Univ, Dept Oceanog, 1355 Oxford St,POB 15000, Halifax, NS B3H 4R2, Canada.	e.mills@dal.ca							21	0	0	0	3	OTTAWA FIELD-NATURALISTS CLUB	OTTAWA	PO BOX 35069, WESTGATE PO, OTTAWA, ONTARIO K1Z 1A2, CANADA	0008-3550			CAN FIELD NAT	Can. Field-Nat.	OCT-DEC	2012	126	4					328	332						5	Biodiversity Conservation; Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Biodiversity & Conservation; Environmental Sciences & Ecology	172AX					2026-06-12	WOS:000320973400007
J	Dimitrova, ZM				Dimitrova, Zlatka M.			Acanthocephalans of the nominotypical subgenus of Plagiorhynchus (Plagiorhynchidae) from charadriiform birds in the collection of the Natural History Museum, London, with a key to the species of the subgenus	ZOOKEYS			English	Article						Acanthocephala; Plagiorhychus; charadriiform birds; morphology; United Kingdom; Pescadore Islands; identification key	PALAEACANTHOCEPHALA; CYLINDRACEUS; POLYMORPHIDA	Specimens of three species of the nominotypical subgenus of Plagiorhynchus Luhe, 1911 (Acanthocephala, Plagiorhynchidae) are deposited in the Parasitic Worms Collection of the Natural History Museum, London. Two of these species are from birds collected in the United Kingdom: Plagiorhynchus (Plagiorhynchus) crassicollis (Villot, 1875) from Charadrius hiaticula L. and P. (P.) odhneri Lundstrom, 1942 from C. hiaticula and Haematopus ostralegus L. The third species, P. (P) charadrii (Yamaguti, 1939), is from Charadrius alexandrinus nihonensis Deignan in the Pescadore Islands (near Taiwan). Since the morphology of the three species is poorly known, these specimens are described and figured and any variation is commented upon. A key to the species of the subgenus Plagiorhynchus is presented.	Thracian Univ, Fac Agr, Dept Zool, Stara Zagora, Bulgaria	Trakia University	Dimitrova, ZM (corresponding author), Thracian Univ, Fac Agr, Dept Zool, Student Campus, Stara Zagora, Bulgaria.	zmd@uni-sz.bg			European Commission's Training and Mobility of Researchers Programme	European Commission's Training and Mobility of Researchers Programme(European Union (EU)European Commission Joint Research Centre)	I am grateful to Dr D.I. Gibson (Department of Zoology, Natural History Museum, London) and Dr B.B. Georgiev (Central Laboratory of General Ecology, Sofia) for their critical comments on the manuscript. The research visit of the author to the Natural History Museum, London, was funded by the Sys-Resource Large-Scale Facility Project of the European Commission's Training and Mobility of Researchers Programme.		42	3	5	0	1	PENSOFT PUBLISHERS	SOFIA	12 PROF GEORGI ZLATARSKI ST, SOFIA, 1700, BULGARIA	1313-2989	1313-2970		ZOOKEYS	ZooKeys		2009		6					75	90		10.3897/zookeys.6.94	http://dx.doi.org/10.3897/zookeys.6.94			16	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	443XY		Green Submitted, gold			2026-06-12	WOS:000265945300003
S	Fulton, TL; Wagner, SM; Shapiro, B		Shapiro, B; Hofreiter, M		Fulton, Tara L.; Wagner, Stephen M.; Shapiro, Beth			Case Study: Recovery of Ancient Nuclear DNA from Toe Pads of the Extinct Passenger Pigeon	ANCIENT DNA: METHODS AND PROTOCOLS	Methods in Molecular Biology		English	Article; Book Chapter						Columbidae; Pigeons; Toe pads; DTT; Dithiothreitol; Ancient DNA; Silica extraction	MUSEUM SPECIMENS; MIXED MODELS; INFERENCE; MRBAYES	A variety of DNA extraction methods have been employed successfully to extract DNA from museum specimens. Toe pads are a common source of ancient DNA in birds, as they are generally not an informative character and can be removed without significant destruction of precious specimens. However, the DNA in these tissues is often highly degraded, both by natural postmortem decay and due to treatment by preservatives. In this case study chapter, we describe the use of both a commercial DNA extraction method and a silica-based method to extract ancient DNA from desiccated toe pads from the extinct passenger pigeon, Ectopistes migratorius. Successful amplification of nuclear DNA was achieved from both methods, representing the first nuclear DNA sequence recovered from this extinct species. We describe simple modifications to both protocols that we employed during the DNA extraction process.	[Fulton, Tara L.; Wagner, Stephen M.] Penn State Univ, Dept Biol, Mueller Lab 320, University Pk, PA 16802 USA; [Shapiro, Beth] Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz, CA 95064 USA	Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Pennsylvania State University - University Park; University of California System; University of California Santa Cruz	Fulton, TL (corresponding author), Penn State Univ, Dept Biol, Mueller Lab 320, University Pk, PA 16802 USA.	beth.shapiro@gmail.com	; /F-5200-2011	Shapiro, Beth/0000-0002-2733-7776; 					11	19	25	0	24	HUMANA PRESS INC	TOTOWA	999 RIVERVIEW DR, STE 208, TOTOWA, NJ 07512-1165 USA	1064-3745		978-1-61779-515-2	METHODS MOL BIOL	Methods Mol. Biol.		2012	840						29	35		10.1007/978-1-61779-516-9_4	http://dx.doi.org/10.1007/978-1-61779-516-9_4	10.1007/978-1-61779-516-9		7	Evolutionary Biology; Genetics & Heredity	Book Citation Index – Science (BKCI-S)	Evolutionary Biology; Genetics & Heredity	BFY27	22237518				2026-06-12	WOS:000321877600005
